product	reactants	split	reactant_list	reactant_num	product_len	reactants_len
C=C(C)c1cccc(C=NNc2cc(N3CCOCC3)c3nc(-c4ccncc4)cn3n2)c1	C=C(C)c1cccc(C=O)c1.NNc1cc(N2CCOCC2)c2nc(-c3ccncc3)cn2n1	train	['C=C(C)c1cccc(C=O)c1', 'NNc1cc(N2CCOCC2)c2nc(-c3ccncc3)cn2n1']	2	54	56
COC(=O)c1ccc(N2CCN(C(C)C)CC2)cc1	CC(C)N1CCNCC1.COC(=O)c1ccc(Br)cc1	train	['CC(C)N1CCNCC1', 'COC(=O)c1ccc(Br)cc1']	2	32	33
Cc1c(C=C2C(=O)Nc3c(Br)cc(F)cc32)[nH]c2c1C(=O)N(CCN1CCCC1)CCC2	Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCC1)CCC2.O=C1Cc2cc(F)cc(Br)c2N1	train	['Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCC1)CCC2', 'O=C1Cc2cc(F)cc(Br)c2N1']	2	61	61
CC(C)C(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(=O)OCC2c3ccccc3-c3ccccc32)c(=O)[nH]1	CC(C)C(=O)OC(=O)C(C)C.Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(=O)OCC2c3ccccc3-c3ccccc32)c(=O)[nH]1	train	['CC(C)C(=O)OC(=O)C(C)C', 'Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(=O)OCC2c3ccccc3-c3ccccc32)c(=O)[nH]1']	2	101	113
O=C(O)c1cn2c3c(cc(I)cc3c1=O)OCC2	CCOC(=O)c1cn2c3c(cc(I)cc3c1=O)OCC2	train	['CCOC(=O)c1cn2c3c(cc(I)cc3c1=O)OCC2']	1	32	34
CN(C)c1cccc2c(S(=O)(=O)NCCCCCC(=O)O)cccc12	CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12.NCCCCCC(=O)O	train	['CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12', 'NCCCCCC(=O)O']	2	42	45
O=C(C1CC1)N1CC[C@@H](Cn2c(-c3ccc(-c4ccc(Cl)cc4)cc3)n[nH]c2=O)C1	O=C(C1CC1)N1CC[C@@H](Cn2c(-c3ccc(Br)cc3)n[nH]c2=O)C1.OB(O)c1ccc(Cl)cc1	train	['O=C(C1CC1)N1CC[C@@H](Cn2c(-c3ccc(Br)cc3)n[nH]c2=O)C1', 'OB(O)c1ccc(Cl)cc1']	2	63	70
CC1(C)C(=O)N(CCNC(=O)c2ccccc2)c2cc3[nH]c(-c4n[nH]c5ccccc45)nc3cc21	CC1(C)C(=O)N(CCN)c2cc3[nH]c(-c4n[nH]c5ccccc45)nc3cc21.O=C(O)c1ccccc1	train	['CC1(C)C(=O)N(CCN)c2cc3[nH]c(-c4n[nH]c5ccccc45)nc3cc21', 'O=C(O)c1ccccc1']	2	66	68
CC(C)(C)n1nc(Cc2ccc(Cl)cc2)cc1Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	CC(C)(C)n1nc(Cc2ccc(Cl)cc2)cc1N.O=S(=O)(Nc1nccs1)c1ccc(I)cc1	train	['CC(C)(C)n1nc(Cc2ccc(Cl)cc2)cc1N', 'O=S(=O)(Nc1nccs1)c1ccc(I)cc1']	2	58	60
O=C(c1ccc(Br)cc1)C1CCNCC1	O=C(c1ccc(Br)cc1)C1CCN(C(=O)C(F)(F)F)CC1	train	['O=C(c1ccc(Br)cc1)C1CCN(C(=O)C(F)(F)F)CC1']	1	25	40
Cc1cc(N)c2cnn(-c3ccc(F)cc3F)c2c1	Cc1cc(N)c2cn[nH]c2c1.Fc1ccc(I)c(F)c1	train	['Cc1cc(N)c2cn[nH]c2c1', 'Fc1ccc(I)c(F)c1']	2	32	36
N#CCOc1cc(Br)cnc1Cl	N#CCCl.Oc1cc(Br)cnc1Cl	train	['N#CCCl', 'Oc1cc(Br)cnc1Cl']	2	19	22
Nc1ncnc2c1c(I)cn2Cc1ccc([N+](=O)[O-])cc1	O=[N+]([O-])c1ccc(Cn2cc(I)c3c(Cl)ncnc32)cc1.[NH4+]	train	['O=[N+]([O-])c1ccc(Cn2cc(I)c3c(Cl)ncnc32)cc1', '[NH4+]']	2	40	50
Cn1cc(C[C@@H](NC(=O)OC(C)(C)C)C(=O)O)c2ccccc21	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21	train	['CC(C)(C)OC(=O)OC(=O)OC(C)(C)C', 'Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21']	2	46	62
CC(F)(F)CCCCn1ccc(NC(=O)/C=C/c2ccc(C(F)(F)F)cc2)n1	CC(F)(F)CCCCn1ccc(N)n1.O=C(O)/C=C/c1ccc(C(F)(F)F)cc1	train	['CC(F)(F)CCCCn1ccc(N)n1', 'O=C(O)/C=C/c1ccc(C(F)(F)F)cc1']	2	50	52
COc1cccc(C2(C(=O)NS(N)(=O)=O)CCN(c3ncccn3)CC2)c1	COc1cccc(C2(C(=O)Cl)CCN(c3ncccn3)CC2)c1.NS(N)(=O)=O	train	['COc1cccc(C2(C(=O)Cl)CCN(c3ncccn3)CC2)c1', 'NS(N)(=O)=O']	2	48	51
COC(=O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)c1c(C(C)=O)c(C)n(C)c1C	CC(=O)c1c(C(=O)O)c(C)n(C)c1C.COC(=O)[C@@H](N)Cc1ccc(OCc2c(Cl)cccc2Cl)cc1	train	['CC(=O)c1c(C(=O)O)c(C)n(C)c1C', 'COC(=O)[C@@H](N)Cc1ccc(OCc2c(Cl)cccc2Cl)cc1']	2	69	72
ClCCOc1cccc2nc[nH]c12	OCCCl.Oc1cccc2nc[nH]c12	train	['OCCCl', 'Oc1cccc2nc[nH]c12']	2	21	23
O=Cc1cncc(Br)c1	O=C(O)c1cncc(Br)c1	train	['O=C(O)c1cncc(Br)c1']	1	15	18
Cc1c(C=C2C(=O)Nc3cccc(-c4cccc(F)c4)c32)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2	Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2.O=C1Cc2c(cccc2-c2cccc(F)c2)N1	train	['Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2', 'O=C1Cc2c(cccc2-c2cccc(F)c2)N1']	2	68	68
CNC(=O)c1cccc(-c2cc3nc(Cl)nc(N4CCOCC4)c3s2)c1	CNC(=O)c1cccc(B(O)O)c1.Clc1nc(N2CCOCC2)c2sc(I)cc2n1	train	['CNC(=O)c1cccc(B(O)O)c1', 'Clc1nc(N2CCOCC2)c2sc(I)cc2n1']	2	45	51
N#Cc1cccc2nnsc12	NC(=O)c1cccc2nnsc12	train	['NC(=O)c1cccc2nnsc12']	1	16	19
CC(c1ccc(Br)nc1)N(C)C	CC(O)c1ccc(Br)nc1.CNC	train	['CC(O)c1ccc(Br)nc1', 'CNC']	2	21	21
COc1ccc2c(c1)CCC(C(=O)NC(C)c1cc(C)c(NS(C)(=O)=O)cc1F)C2	COc1ccc2c(c1)CCC(C(=O)O)C2.Cc1cc(C(C)N)c(F)cc1NS(C)(=O)=O	train	['COc1ccc2c(c1)CCC(C(=O)O)C2', 'Cc1cc(C(C)N)c(F)cc1NS(C)(=O)=O']	2	55	57
CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(C#N)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC.N#CBr	train	['CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC', 'N#CBr']	2	80	81
CC(=O)Nc1cc(-c2cc(-c3ncn(COCC[Si](C)(C)C)n3)c(N3CCCC(N(C)C)C3)o2)c(C)cn1	CC(=O)Nc1cc(-c2cc(-c3ncn(COCC[Si](C)(C)C)n3)c(Br)o2)c(C)cn1.CN(C)C1CCCNC1	train	['CC(=O)Nc1cc(-c2cc(-c3ncn(COCC[Si](C)(C)C)n3)c(Br)o2)c(C)cn1', 'CN(C)C1CCCNC1']	2	72	73
CC[C@@H]1C(=O)Nc2cc(F)ccc2N1C(=O)c1cccc(OC)c1	CC[C@@H]1C(=O)Nc2cc(F)ccc2N1C(=O)c1ccc(OC)cc1	train	['CC[C@@H]1C(=O)Nc2cc(F)ccc2N1C(=O)c1ccc(OC)cc1']	1	45	45
C#CC1(Oc2ccccc2[N+](=O)[O-])CCN(C)CC1	C#CC1(O)CCN(C)CC1.O=[N+]([O-])c1ccccc1F	train	['C#CC1(O)CCN(C)CC1', 'O=[N+]([O-])c1ccccc1F']	2	37	39
OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(-c3ccncc3)cc2)CC1	OB(O)c1ccncc1.OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(Br)cc2)CC1	train	['OB(O)c1ccncc1', 'OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(Br)cc2)CC1']	2	55	62
COc1cccc([C@H]2O[C@H](C(C)(C)C(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC	CCOC(=O)CC1CCN(C(=O)C(C)(C)[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3cccc32)CC1	train	['CCOC(=O)CC1CCN(C(=O)C(C)(C)[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3cccc32)CC1']	1	78	80
Cc1ccnc(C=Cc2nn(C3CCCCO3)c3cc(Nc4ccccc4C(=O)NCC#CC4CC4)ccc23)c1	Cc1ccnc(C=Cc2nn(C3CCCCO3)c3cc(Nc4ccccc4C(=O)O)ccc23)c1.NCC#CC1CC1	train	['Cc1ccnc(C=Cc2nn(C3CCCCO3)c3cc(Nc4ccccc4C(=O)O)ccc23)c1', 'NCC#CC1CC1']	2	63	65
COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/C#Cc2ccc(Cc3ncc[nH]3)cc2)C1c1cccc([N+](=O)[O-])c1	COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1.OC/C=C/C#Cc1ccc(Cc2ncc[nH]2)cc1	train	['COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1', 'OC/C=C/C#Cc1ccc(Cc2ncc[nH]2)cc1']	2	83	85
O=C(N1CCN(CCO)CC1)C(F)(F)F	O=C(OC(=O)C(F)(F)F)C(F)(F)F.OCCN1CCNCC1	train	['O=C(OC(=O)C(F)(F)F)C(F)(F)F', 'OCCN1CCNCC1']	2	26	39
Cc1ccc2c(Cl)ncc(C(=O)NCC3CCOCC3)n12	Cc1ccc2c(Cl)ncc(C(=O)O)n12.NCC1CCOCC1	train	['Cc1ccc2c(Cl)ncc(C(=O)O)n12', 'NCC1CCOCC1']	2	35	37
O=C(CCl)N1CCN(c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1	O=C(Cl)CCl.O=C1O[C@@H](COc2ccon2)CN1c1ccc(N2CCNCC2)c(F)c1	train	['O=C(Cl)CCl', 'O=C1O[C@@H](COc2ccon2)CN1c1ccc(N2CCNCC2)c(F)c1']	2	53	57
Cc1c(C#N)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1	CCOC(=O)C1(NC(=O)c2cccc(C#N)c2C)Cc2ccccc2C1	train	['CCOC(=O)C1(NC(=O)c2cccc(C#N)c2C)Cc2ccccc2C1']	1	41	43
CCC(CC)C(Nc1ccc(C(=O)O)cc1)c1sc2ccccc2c1C	CCC(CC)C(Nc1ccc(C(=O)OC)cc1)c1sc2ccccc2c1C	train	['CCC(CC)C(Nc1ccc(C(=O)OC)cc1)c1sc2ccccc2c1C']	1	41	42
CC(F)(F)CCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1	CC(C)(C)OC(=O)N1CCC[C@@H](C(=O)c2cccc(Cl)c2)C1.CC(F)(F)CCC[Mg+]	train	['CC(C)(C)OC(=O)N1CCC[C@@H](C(=O)c2cccc(Cl)c2)C1', 'CC(F)(F)CCC[Mg+]']	2	62	63
CC(C)(C)CC1NC(C(=O)O)C(c2cc(F)cc(Cl)c2)C1(C#N)c1ccc(Cl)cc1F	CC(C)(C)CC1NC(C(=O)OC(C)(C)C)C(c2cc(F)cc(Cl)c2)C1(C#N)c1ccc(Cl)cc1F	train	['CC(C)(C)CC1NC(C(=O)OC(C)(C)C)C(c2cc(F)cc(Cl)c2)C1(C#N)c1ccc(Cl)cc1F']	1	59	67
Cn1ncc2c(NC(=O)NCc3ccc(N4CCCCCC4)c(F)c3)cccc21	Cn1ncc2c(N)cccc21.O=C=NCc1ccc(N2CCCCCC2)c(F)c1	train	['Cn1ncc2c(N)cccc21', 'O=C=NCc1ccc(N2CCCCCC2)c(F)c1']	2	46	46
Cc1cc(N2CCOCC2)cc(C)c1NC(=O)OCc1ccccc1	Cc1cc(N2CCOCC2)cc(C)c1N.O=C(Cl)OCc1ccccc1	train	['Cc1cc(N2CCOCC2)cc(C)c1N', 'O=C(Cl)OCc1ccccc1']	2	38	41
CC(C)(C)OC(=O)N(c1cccc(OCc2ccccc2)c1)c1ncc(Br)cn1	Brc1cnc(Nc2cccc(OCc3ccccc3)c2)nc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C	train	['Brc1cnc(Nc2cccc(OCc3ccccc3)c2)nc1', 'CC(C)(C)OC(=O)OC(=O)OC(C)(C)C']	2	49	63
Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(-c4cccnc4)ccc3o2)cc1	Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(Br)ccc3o2)cc1.OB(O)c1cccnc1	train	['Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(Br)ccc3o2)cc1', 'OB(O)c1cccnc1']	2	52	59
CCCCN(Cc1ccc(C(F)(F)F)cc1F)C(=O)COc1ccc(CCOc2ccccc2C(=O)O)cc1	CCCCN(Cc1ccc(C(F)(F)F)cc1F)C(=O)COc1ccc(CCOc2ccccc2C(=O)OC)cc1	train	['CCCCN(Cc1ccc(C(F)(F)F)cc1F)C(=O)COc1ccc(CCOc2ccccc2C(=O)OC)cc1']	1	61	62
O=C1OCCC1Oc1ccc(Br)cc1	O=C1OCCC1Br.Oc1ccc(Br)cc1	train	['O=C1OCCC1Br', 'Oc1ccc(Br)cc1']	2	22	25
O=S(=O)(Nc1cncc(-c2ccc3ncnc(OC4CCOCC4)c3n2)c1)c1ccc(F)cc1F	CC1(C)OB(c2cncc(NS(=O)(=O)c3ccc(F)cc3F)c2)OC1(C)C.Clc1ccc2ncnc(OC3CCOCC3)c2n1	train	['CC1(C)OB(c2cncc(NS(=O)(=O)c3ccc(F)cc3F)c2)OC1(C)C', 'Clc1ccc2ncnc(OC3CCOCC3)c2n1']	2	58	77
O=C(O)C=Cc1cc2cc(NC(=O)c3cc4ccccc4o3)ccc2[nH]1	COC(=O)C=Cc1cc2cc(NC(=O)c3cc4ccccc4o3)ccc2[nH]1	train	['COC(=O)C=Cc1cc2cc(NC(=O)c3cc4ccccc4o3)ccc2[nH]1']	1	46	47
CCC(=NO)c1ccc(Cl)cc1	CCC(=O)c1ccc(Cl)cc1.NO	train	['CCC(=O)c1ccc(Cl)cc1', 'NO']	2	20	22
CCCCc1cc(N2CCN(C(=O)Cc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)OC)ccc2c1	CCCCc1cc(N2CCNCC2)c2nc(CCC(=O)OC)ccc2c1.O=C(O)Cc1ccc(OCCCN2CCCCCC2)cc1	train	['CCCCc1cc(N2CCNCC2)c2nc(CCC(=O)OC)ccc2c1', 'O=C(O)Cc1ccc(OCCCN2CCCCCC2)cc1']	2	70	70
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CN(C(=O)C(C)(C)O)C3)n(C)c2n1	CC(C)(O)C(=O)O.CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CNC3)n(C)c2n1	train	['CC(C)(O)C(=O)O', 'CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CNC3)n(C)c2n1']	2	66	66
c1coc(-c2nn3c(NC4CC4)cccc3c2-c2ccnc(NC3CCCC3)n2)c1	Clc1cccc2c(-c3ccnc(NC4CCCC4)n3)c(-c3ccco3)nn12.NC1CC1	train	['Clc1cccc2c(-c3ccnc(NC4CCCC4)n3)c(-c3ccco3)nn12', 'NC1CC1']	2	50	53
O=C(Nc1cnccn1)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1	Nc1cnccn1.O=C(O)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1	train	['Nc1cnccn1', 'O=C(O)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1']	2	43	45
FC(F)(F)c1cnc(NC[C@@H]2C[C@H]3C[C@H]3CN2)nc1	CC(C)(C)OC(=O)N1C[C@@H]2C[C@@H]2C[C@H]1CNc1ncc(C(F)(F)F)cn1	train	['CC(C)(C)OC(=O)N1C[C@@H]2C[C@@H]2C[C@H]1CNc1ncc(C(F)(F)F)cn1']	1	44	59
COC(=O)c1cc(N2CCC(NC(=O)c3[nH]c(C)c(Cl)c3Cl)CC2)c2cc(Cl)ccc2n1	COC(=O)c1cc(Cl)c2cc(Cl)ccc2n1.Cc1[nH]c(C(=O)NC2CCNCC2)c(Cl)c1Cl	train	['COC(=O)c1cc(Cl)c2cc(Cl)ccc2n1', 'Cc1[nH]c(C(=O)NC2CCNCC2)c(Cl)c1Cl']	2	62	63
CC(C)(C)OC(=O)NC(C)(C)c1ccc(Nc2c(C(=O)C3CC3)cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc23)cc1	CC(C)(C)OC(=O)NC(C)(C)c1ccc(Nc2c(C(=O)C3CC3)cnc3ccc(Br)cc23)cc1.CC1(C)OB(c2cc(Cl)c(O)c(Cl)c2)OC1(C)C	train	['CC(C)(C)OC(=O)NC(C)(C)c1ccc(Nc2c(C(=O)C3CC3)cnc3ccc(Br)cc23)cc1', 'CC1(C)OB(c2cc(Cl)c(O)c(Cl)c2)OC1(C)C']	2	81	100
CCC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1	CCC1Cc2ccccc2N1.O=C([O-])Cc1nc(N2CCOCC2)cc(=O)[nH]1	train	['CCC1Cc2ccccc2N1', 'O=C([O-])Cc1nc(N2CCOCC2)cc(=O)[nH]1']	2	46	51
N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O	[N-]=[N+]=N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O	train	['[N-]=[N+]=N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O']	1	36	46
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1NC(=O)c1ccccc1	CC1CCC(C(C)C)C(N)C1.O=C(Cl)c1ccccc1	train	['CC1CCC(C(C)C)C(N)C1', 'O=C(Cl)c1ccccc1']	2	45	35
[N-]=[N+]=NCc1ccc(SCCl)cc1	CSc1ccc(CN=[N+]=[N-])cc1.ClCCl	train	['CSc1ccc(CN=[N+]=[N-])cc1', 'ClCCl']	2	26	30
COC(=O)CN=Cc1ccccc1	COC(=O)CN.O=Cc1ccccc1	train	['COC(=O)CN', 'O=Cc1ccccc1']	2	19	21
O=C1CCc2cc(OCCCBr)ccc2N1	BrCCCBr.O=C1CCc2cc(O)ccc2N1	train	['BrCCCBr', 'O=C1CCc2cc(O)ccc2N1']	2	24	27
CC(C(=O)Nc1cc(C2CC2)nn1C(=O)OC(C)(C)C)c1ccc(N2CCCC2=O)cc1	CC(C(=O)O)c1ccc(N2CCCC2=O)cc1.CC(C)(C)OC(=O)n1nc(C2CC2)cc1N	train	['CC(C(=O)O)c1ccc(N2CCCC2=O)cc1', 'CC(C)(C)OC(=O)n1nc(C2CC2)cc1N']	2	57	59
CN(C)CC(C)(C)Oc1ccc(Nc2cc(-c3cccc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)nn(C)c2=O)nc1	CC(=O)OCc1c(-c2cc(Nc3ccc(OC(C)(C)CN(C)C)cn3)c(=O)n(C)n2)cccc1-n1ncc2cc(C(C)(C)C)cc(F)c2c1=O	train	['CC(=O)OCc1c(-c2cc(Nc3ccc(OC(C)(C)CN(C)C)cn3)c(=O)n(C)n2)cccc1-n1ncc2cc(C(C)(C)C)cc(F)c2c1=O']	1	83	91
CN(C)c1ccccc1Nc1cc(-c2ccccc2)ccc1C(=O)OC(C)(C)C	CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1N.CN(C)c1ccccc1Br	train	['CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1N', 'CN(C)c1ccccc1Br']	2	47	50
COc1ccc(N(Cc2ccc(O)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)cc1	COc1ccc(N(Cc2ccc(OC3CCCCO3)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)cc1	train	['COc1ccc(N(Cc2ccc(OC3CCCCO3)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)cc1']	1	51	59
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CC[C@H](NCc2ccnc3ccccc23)C[C@H]1Cc1ccccc1	N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccccc2)C1.O=Cc1ccnc2ccccc12	train	['N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccccc2)C1', 'O=Cc1ccnc2ccccc12']	2	76	81
CC(C)(C#N)c1cccc(N)c1	CC(C)(C#N)c1cccc([N+](=O)[O-])c1	train	['CC(C)(C#N)c1cccc([N+](=O)[O-])c1']	1	21	32
COC(=O)C1(c2cc(C#C[Si](C)(C)C)sc2Br)CCCCC1	C#C[Si](C)(C)C.COC(=O)C1(c2cc(Br)sc2Br)CCCCC1	train	['C#C[Si](C)(C)C', 'COC(=O)C1(c2cc(Br)sc2Br)CCCCC1']	2	42	45
CC(C)(C)[Si](OC1CCC(C=O)CC1)(c1ccccc1)c1ccccc1	CC(C)(C)[Si](OC1CCC(CO)CC1)(c1ccccc1)c1ccccc1	train	['CC(C)(C)[Si](OC1CCC(CO)CC1)(c1ccccc1)c1ccccc1']	1	46	45
C#CCN(C(=O)OC(C)(C)C)n1cc(-c2cccnc2)nc1C	C#CCBr.Cc1nc(-c2cccnc2)cn1NC(=O)OC(C)(C)C	train	['C#CCBr', 'Cc1nc(-c2cccnc2)cn1NC(=O)OC(C)(C)C']	2	40	41
CCc1ccc(Oc2cccc(CN)c2)cc1	CCc1ccc(Oc2cccc(C#N)c2)cc1	train	['CCc1ccc(Oc2cccc(C#N)c2)cc1']	1	25	26
O=[N+]([O-])c1ccc2c(c1)c(Cl)nn2CCN1CCCC1	ClCCN1CCCC1.O=[N+]([O-])c1ccc2[nH]nc(Cl)c2c1	train	['ClCCN1CCCC1', 'O=[N+]([O-])c1ccc2[nH]nc(Cl)c2c1']	2	40	44
CC(=O)NC[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(C)c3)c12	CC(=O)NC[C@@H](C)Oc1cccc2ncnc(Nc3ccc(O)c(C)c3)c12.Fc1cccc(CCl)c1	train	['CC(=O)NC[C@@H](C)Oc1cccc2ncnc(Nc3ccc(O)c(C)c3)c12', 'Fc1cccc(CCl)c1']	2	61	64
CN(C)c1ccc(-c2cc(NC(=O)CCC(=O)c3ccc4c(c3)CCO4)nc(-c3ccccc3)c2)cc1	CN(C)c1ccc(B(O)O)cc1.O=C(CCC(=O)c1ccc2c(c1)CCO2)Nc1cc(Cl)cc(-c2ccccc2)n1	train	['CN(C)c1ccc(B(O)O)cc1', 'O=C(CCC(=O)c1ccc2c(c1)CCO2)Nc1cc(Cl)cc(-c2ccccc2)n1']	2	65	72
COc1cc2ncnc(Oc3cnc(CC(=O)Nc4cc(C)cc(CN(C)C)c4)c(OC)c3)c2cc1OC	COc1cc2ncnc(Oc3cnc(CC(=O)O)c(OC)c3)c2cc1OC.Cc1cc(N)cc(CN(C)C)c1	train	['COc1cc2ncnc(Oc3cnc(CC(=O)O)c(OC)c3)c2cc1OC', 'Cc1cc(N)cc(CN(C)C)c1']	2	61	63
O=C(O)CNC(=O)c1ccc(NCCCCCCCCCCCCCCCC(F)(F)F)cc1	CCOC(=O)CNC(=O)c1ccc(NCCCCCCCCCCCCCCCC(F)(F)F)cc1	train	['CCOC(=O)CNC(=O)c1ccc(NCCCCCCCCCCCCCCCC(F)(F)F)cc1']	1	47	49
c1ccc(-c2cc3ccccc3s2)nc1	Brc1ccccn1.OB(O)c1cc2ccccc2s1	train	['Brc1ccccn1', 'OB(O)c1cc2ccccc2s1']	2	24	29
OCCOc1ccccc1OCC1CC1	BrCC1CC1.OCCOc1ccccc1O	train	['BrCC1CC1', 'OCCOc1ccccc1O']	2	19	22
CCS(=O)(=O)Nc1cccc(C2(C)C3CN(CCCC4CCCCC4)CC32)c1	CC1(c2cccc(N)c2)C2CN(CCCC3CCCCC3)CC21.CCS(=O)(=O)Cl	train	['CC1(c2cccc(N)c2)C2CN(CCCC3CCCCC3)CC21', 'CCS(=O)(=O)Cl']	2	48	51
N=C(N)NN=C1CC(c2cc(Cl)sc2Cl)Cc2nncc(C(F)(F)F)c21	N=C(N)NN.O=C1CC(c2cc(Cl)sc2Cl)Cc2nncc(C(F)(F)F)c21	train	['N=C(N)NN', 'O=C1CC(c2cc(Cl)sc2Cl)Cc2nncc(C(F)(F)F)c21']	2	48	50
CCOC(=O)CCc1cc(C(=O)c2ccc(OC)cc2)c(OC)cc1OC	CCOC(=O)CCc1ccc(OC)cc1OC.COc1ccc(C(=O)Cl)cc1	train	['CCOC(=O)CCc1ccc(OC)cc1OC', 'COc1ccc(C(=O)Cl)cc1']	2	43	44
CS(=O)(=O)Nc1ccc(Oc2ccc3c(c2)CCC(c2cccc(Oc4ccc([N+](=O)[O-])cn4)c2)O3)nc1	CS(=O)(=O)Nc1ccc(Oc2ccc3c(c2)CCC(c2cccc(O)c2)O3)nc1.O=[N+]([O-])c1ccc(Cl)nc1	train	['CS(=O)(=O)Nc1ccc(Oc2ccc3c(c2)CCC(c2cccc(O)c2)O3)nc1', 'O=[N+]([O-])c1ccc(Cl)nc1']	2	73	76
CCOC(=O)C(F)(F)c1ccccc1S(C)(=O)=O	CCOC(=O)C(F)(F)Br.CS(=O)(=O)c1ccccc1I	train	['CCOC(=O)C(F)(F)Br', 'CS(=O)(=O)c1ccccc1I']	2	33	37
COc1ccc(-n2nc(C(=O)NC(C)(C)C)cc2-c2cnccn2)cn1	CC(C)(C)N.COc1ccc(-n2nc(C(=O)O)cc2-c2cnccn2)cn1	train	['CC(C)(C)N', 'COc1ccc(-n2nc(C(=O)O)cc2-c2cnccn2)cn1']	2	45	47
