smiles	smiles-out
c1(nccs1)c1nc(ncc1)Nc1c(cccc1Cl)Cl	c1(nccs1)c1nc(ncc1)Nc1c(cccc1Cl)Cl
C(S(=O)(=O)c1ccc2c(c1)CC(=O)N2)c1ccccc1OCCN1CCOCC1	C(S(=O)(=O)c1ccc2c(c1)CC(=O)N2)c1ccccc1OCCN1CCOCC1
c1cc(ccc1Cl)C(=O)C1CCN(CC1)CCNCCC(SC)C	c1cc(ccc1Cl)C(=O)C1CCN(CC1)CCNCCC(SC)C
c1cc(ccc1Cl)C(=O)C1CCN(CC1)CCNCc1cc2c(nc1Cl)cccc2	c1cc(ccc1Cl)C(=O)C1CCN(CC1)CCNCc1cc2c(nc1Cl)cccc2
c1cccc(c1)c1nc2c(c(n1)N[C@@H](c1ccccc1)CO)nc([nH]2)COc1cc(ccc1)Cl	c1cccc(c1)c1nc2c(c(n1)N[C@@H](c1ccccc1)CO)nc([nH]2)COc1cc(ccc1)Cl
c1(ccc2c(c1)c(nc(n2)NC(=N)N)C)c1ccccc1	c1(ccc2c(c1)c(nc(n2)NC(=N)N)C)c1ccccc1
c1(CN(C(=O)CN(C)C)CC(=O)Nc2cc(cc(c2)Cl)Cl)ccc(cc1)c1cccc(c1)C#N	c1(CN(C(=O)CN(C)C)CC(=O)Nc2cc(cc(c2)Cl)Cl)ccc(cc1)c1cccc(c1)C#N
c1c2c(cc(c1)CN1CCCCC1)nc(n2C1CCCCC1)NC(=O)c1cccc(c1)S(=O)(=O)NCCF	c1c2c(cc(c1)CN1CCCCC1)nc(n2C1CCCCC1)NC(=O)c1cccc(c1)S(=O)(=O)NCCF
c1ccc(cc1)C(c1ccccc1)OCCN(C)C	c1ccc(cc1)C(c1ccccc1)OCCN(C)C
c1c(cc2c(c1)c(c(c(=O)o2)c1ccccc1)c1ccc(cc1)OCCN1CCCCC1)O	c1c(cc2c(c1)c(c(c(=O)o2)c1ccccc1)c1ccc(cc1)OCCN1CCCCC1)O
c1c(cc2c(c1)c(c(c(=O)o2)c1ccc(cc1)C)Cc1ccc(cc1)OCCN1CCCCC1)O	c1c(cc2c(c1)c(c(c(=O)o2)c1ccc(cc1)C)Cc1ccc(cc1)OCCN1CCCCC1)O
NCCCNCCCCNCCCN[C@H]1C[C@H]2[C@](CC1)(C1C(CC2)C2[C@](CC1)([C@H](CC2)C(C)CCCC(C)C)C)C	NCCCNCCCCNCCCN[C@H]1C[C@H]2[C@](CC1)(C1C(CC2)C2[C@](CC1)([C@H](CC2)C(C)CCCC(C)C)C)C
c1(ccc(cc1)OC)/C=C\1/C(=O)C2OC(C1CC2)(C)C	c1(ccc(cc1)OC)/C=C\1/C(=O)C2OC(C1CC2)(C)C
S1C([C@H](N(C1)C(=O)[C@@H](O)C(NC(=O)c1c(cc(cc1)Cl)Cl)Cc1ccccc1)C(=O)NCc1c(cccc1)C)(C)C	S1C([C@H](N(C1)C(=O)[C@@H](O)C(NC(=O)c1c(cc(cc1)Cl)Cl)Cc1ccccc1)C(=O)NCc1c(cccc1)C)(C)C
C(=O)(NC1C2CCN(C1)C2)c1cc2c(s1)cccn2	C(=O)(NC1C2CCN(C1)C2)c1cc2c(s1)cccn2
c1(ccc(cc1F)F)NC(=O)N(CCc1ccc(cc1)SC(C(=O)O)(C)C)CCCCCCC	c1(ccc(cc1F)F)NC(=O)N(CCc1ccc(cc1)SC(C(=O)O)(C)C)CCCCCCC
c1(c(n[nH]n1)c1ccccc1Cl)c1cc([nH]c1)C(=O)N1CCOCC1	c1(c(n[nH]n1)c1ccccc1Cl)c1cc([nH]c1)C(=O)N1CCOCC1
Clc1ccc(cc1)C	Clc1ccc(cc1)C
C1SCc2c(CN1C)cccc2	C1SCc2c(CN1C)cccc2
c1(c(cc2c(c1)c(ncn2)Nc1ccc(c(c1)Cl)F)OC)OCC(CN1CCOCC1)O	c1(c(cc2c(c1)c(ncn2)Nc1ccc(c(c1)Cl)F)OC)OCC(CN1CCOCC1)O
C1CCCC(C1)N	C1CCCC(C1)N
CN(C)CCCC	CN(C)CCCC
c1(cccc(c1)F)F	c1(cccc(c1)F)F
c1(cnccc1)C	c1(cnccc1)C
c1cc(ccc1C(OCCN1CC2N(C(C1)CC2)C/C=C/c1ccco1)c1ccc(cc1)F)F	c1cc(ccc1C(OCCN1CC2N(C(C1)CC2)C/C=C/c1ccco1)c1ccc(cc1)F)F
C(/C=C/C(=O)O)(C)C	C(/C=C/C(=O)O)(C)C
n1c(nccc1)C	n1c(nccc1)C
c1c(ccc(c1)NC(=O)c1cc(ccc1)Cl)C	c1c(ccc(c1)NC(=O)c1cc(ccc1)Cl)C
S(c1ccc(cc1)OC)C	S(c1ccc(cc1)OC)C
n1c(nc2c(c1)cc(c(=O)n2C)Oc1ccccc1F)NCCCO	n1c(nc2c(c1)cc(c(=O)n2C)Oc1ccccc1F)NCCCO
c1(ccc(cc1)Oc1cc(ccc1)C#CC(C)N(C(=O)N)O)F	c1(ccc(cc1)Oc1cc(ccc1)C#CC(C)N(C(=O)N)O)F
c1c(ncc(c1)N/C=N/O)OCCC(C)C	c1c(ncc(c1)N/C=N/O)OCCC(C)C
c1cc(ccc1F)C(C)C	c1cc(ccc1F)C(C)C
CN1CCC(CC1)Cc1ccccc1	CN1CCC(CC1)Cc1ccccc1
c1(ccc2c(c1)CC(C2)NC(=O)C(F)(F)F)C(=O)C	c1(ccc2c(c1)CC(C2)NC(=O)C(F)(F)F)C(=O)C
c1c(ccc(c1)SC)Cl	c1c(ccc(c1)SC)Cl
c1ccc2c(c1C)c(=O)n1c(n2)C(=O)c2c1ccc(c2)F	c1ccc2c(c1C)c(=O)n1c(n2)C(=O)c2c1ccc(c2)F
c1c(ccc(c1)NC(=O)O/N=C/c1ccc(cc1)F)OCC	c1c(ccc(c1)NC(=O)O/N=C/c1ccc(cc1)F)OCC
c1ccc2c(c1)cc(cc2N1CCOCC1)O	c1ccc2c(c1)cc(cc2N1CCOCC1)O
c1(cccc(c1C)O)O	c1(cccc(c1C)O)O
c1ccc2c(c1)sn(c2=O)Cc1ccc(cc1)F	c1ccc2c(c1)sn(c2=O)Cc1ccc(cc1)F
c1(c(cc2c(c1)C=C(C(O2)C(F)(F)F)C(=O)O)CC)Cl	c1(c(cc2c(c1)C=C(C(O2)C(F)(F)F)C(=O)O)CC)Cl
c1c(ccc(c1)C(c1ccc2c(c1)c(cc(n2)CNCCc1ccc(cc1)F)c1cc(ccc1)Cl)(c1cncn1C)O)Cl	c1c(ccc(c1)C(c1ccc2c(c1)c(cc(n2)CNCCc1ccc(cc1)F)c1cc(ccc1)Cl)(c1cncn1C)O)Cl
C1CC(CC1N(C(=O)Nc1ccccc1)c1cccc(c1)OCCN1CCOCC1)CN	C1CC(CC1N(C(=O)Nc1ccccc1)c1cccc(c1)OCCN1CCOCC1)CN
N(S(=O)(=O)c1ccc(cc1)c1nc(ncc1)Nc1ccc(cc1)C(=O)N1CCN(CC1)C(=O)C)(CCOC)CCOC	N(S(=O)(=O)c1ccc(cc1)c1nc(ncc1)Nc1ccc(cc1)C(=O)N1CCN(CC1)C(=O)C)(CCOC)CCOC
C1CC(=C(C1)C(=O)Nc1ccc(cc1)c1c(cccc1)Cl)C(=O)O	C1CC(=C(C1)C(=O)Nc1ccc(cc1)c1c(cccc1)Cl)C(=O)O
n1c(nc(nc1C)C)C	n1c(nc(nc1C)C)C
c12c(sc(c1)C(c1ccc3c(c1)c(cc1n3nnn1)c1cc(ccc1)Cl)(O)c1n(cnc1)C)cccc2	c12c(sc(c1)C(c1ccc3c(c1)c(cc1n3nnn1)c1cc(ccc1)Cl)(O)c1n(cnc1)C)cccc2
c1cc2c(cc1)cc([nH]2)C(=O)N1CCN(CC1)CCN1CCCCC1	c1cc2c(cc1)cc([nH]2)C(=O)N1CCN(CC1)CCN1CCCCC1
c1c(c2n(cc1C(=O)N(C)CCCC)nc(n2)c1sccn1)N	c1c(c2n(cc1C(=O)N(C)CCCC)nc(n2)c1sccn1)N
Cc1ccc(cc1)F	Cc1ccc(cc1)F
c1cncc(n1)C	c1cncc(n1)C
Oc1ccc(cc1)/C=C(/C(=O)OCC)\Sc1ccccc1	Oc1ccc(cc1)/C=C(/C(=O)OCC)\Sc1ccccc1
C(=O)(C(NC(=O)CNC(=O)C(=O)C(NC(=O)[C@@H]1C[C@H](CN1C(=O)C(C1CCCCC1)NC(=O)CC1CCCCC1)OCc1ccccc1)CCC)CCCC)NC(C(=O)N)CCCC	C(=O)(C(NC(=O)CNC(=O)C(=O)C(NC(=O)[C@@H]1C[C@H](CN1C(=O)C(C1CCCCC1)NC(=O)CC1CCCCC1)OCc1ccccc1)CCC)CCCC)NC(C(=O)N)CCCC
c1(ccc(cc1)C(F)(F)F)S(=O)(=O)N(C1CN(CCC1)C(=O)C(C)C)Cc1ccc(cc1)C(=O)OC	c1(ccc(cc1)C(F)(F)F)S(=O)(=O)N(C1CN(CCC1)C(=O)C(C)C)Cc1ccc(cc1)C(=O)OC
c1c(cccc1)c1nc(c(c(n1)N)CN)c1ccc(cc1C(C)(F)F)C(F)(F)F	c1c(cccc1)c1nc(c(c(n1)N)CN)c1ccc(cc1C(C)(F)F)C(F)(F)F
c1(nc(nc(c1CN)c1ccccc1C(F)(F)F)c1ccccc1)N	c1(nc(nc(c1CN)c1ccccc1C(F)(F)F)c1ccccc1)N
Cc1cc(c(cc1)OC)OC	Cc1cc(c(cc1)OC)OC
c1(ccc2c(c1)[nH]c(n2)NC=O)C	c1(ccc2c(c1)[nH]c(n2)NC=O)C
c1c2c(c(c(c1C(=O)NOCC1CC1)Nc1ccc(cc1Cl)I)F)ncn2CCOC	c1c2c(c(c(c1C(=O)NOCC1CC1)Nc1ccc(cc1Cl)I)F)ncn2CCOC
CC(=O)c1ccc(cc1)c1ccc(cc1)OCCC12CC3CC(CC(C1)C3)C2	CC(=O)c1ccc(cc1)c1ccc(cc1)OCCC12CC3CC(CC(C1)C3)C2
c1c(cc2c(c1Cl)c1c(n2CC(=O)Nc2sc3c(n2)cccc3)CCNCC1)Cl	c1c(cc2c(c1Cl)c1c(n2CC(=O)Nc2sc3c(n2)cccc3)CCNCC1)Cl
n1c2c(c(cn1)C(=O)NCCCN(C1c3ncccc3CCC1)Cc1[nH]c3ccccc3n1)cccc2	n1c2c(c(cn1)C(=O)NCCCN(C1c3ncccc3CCC1)Cc1[nH]c3ccccc3n1)cccc2
c1(ccc(cc1)CN(C(=O)C(c1ccccc1)C)C1CCC(CC1)C(C)(C)C)C(=O)N/C(=N/N)/N=N	c1(ccc(cc1)CN(C(=O)C(c1ccccc1)C)C1CCC(CC1)C(C)(C)C)C(=O)N/C(=N/N)/N=N
c1(cnc(c(c1)C(=O)N[C@@H]1CC[C@@H](CC1)NC(=O)CNC(=O)OC(C)(C)C)Oc1ccc(cc1)F)F	c1(cnc(c(c1)C(=O)N[C@@H]1CC[C@@H](CC1)NC(=O)CNC(=O)OC(C)(C)C)Oc1ccc(cc1)F)F
c1cc2c(cc1C)OC=CN2	c1cc2c(cc1C)OC=CN2
C1[C@@H](O[C@@H](O1)CO)n1c(=O)nc(cc1)N	C1[C@@H](O[C@@H](O1)CO)n1c(=O)nc(cc1)N
C1[C@@H](O[C@@H](O1)CO)n1c(=O)nc(c(c1)F)N	C1[C@@H](O[C@@H](O1)CO)n1c(=O)nc(c(c1)F)N
c1cc(ccc1)CC	c1cc(ccc1)CC
c1c(c(ccc1)C)CNC(=O)[C@@H]1C(SCN1C(=O)[C@H]([C@H](Cc1ccccc1)NC(=O)c1ccc(cc1)OCC(=O)C)O)(C)C	c1c(c(ccc1)C)CNC(=O)[C@@H]1C(SCN1C(=O)[C@H]([C@H](Cc1ccccc1)NC(=O)c1ccc(cc1)OCC(=O)C)O)(C)C
C1CCCC(C1)N(C1CCCCC1)C	C1CCCC(C1)N(C1CCCCC1)C
c1cnc(c(c1)C(=O)Nc1cc2c(cc1)C(C(=O)N2)(C(F)(F)F)C(F)(F)F)NCc1ccc2c(c1)cccn2	c1cnc(c(c1)C(=O)Nc1cc2c(cc1)C(C(=O)N2)(C(F)(F)F)C(F)(F)F)NCc1ccc2c(c1)cccn2
c1c(ccc(c1)CSc1c(cc(c(c1)C)OCC(=O)OC)OC)c1ccc(c(c1)Cl)Cl	c1c(ccc(c1)CSc1c(cc(c(c1)C)OCC(=O)OC)OC)c1ccc(c(c1)Cl)Cl
Cc1ccc(cc1)C	Cc1ccc(cc1)C
Cc1ccccc1C	Cc1ccccc1C
c1cc(ccc1C)Br	c1cc(ccc1C)Br
c1cc2c(cc1)nc(n2Cc1ccc(cc1)CN1CCCCC1)CN1CCN(Cc2ccc3c(c2)OCO3)CC1	c1cc2c(cc1)nc(n2Cc1ccc(cc1)CN1CCCCC1)CN1CCN(Cc2ccc3c(c2)OCO3)CC1
c1cc2c(cc1)nc(n2C(c1ccccc1F)C)CN1CCCN(Cc2cc(ccc2F)OC)CC1	c1cc2c(cc1)nc(n2C(c1ccccc1F)C)CN1CCCN(Cc2cc(ccc2F)OC)CC1
c1c(cc(c(c1)N(C(=O)Nc1ccc(cc1)F)C(C)c1n(c(=O)c2c(n1)cc(c(c2)F)F)N1CCN(CC1)C(=O)C(N)(C)C)OC)OC	c1c(cc(c(c1)N(C(=O)Nc1ccc(cc1)F)C(C)c1n(c(=O)c2c(n1)cc(c(c2)F)F)N1CCN(CC1)C(=O)C(N)(C)C)OC)OC
C(=C1C(=O)NC(=S)NC1=O)c1c2c([nH]c1)cccc2	C(=C1C(=O)NC(=S)NC1=O)c1c2c([nH]c1)cccc2
c1c(C(=O)NN(CC(C(Cc2ccc(cc2)O)NC(=O)c2cc(cc(c2)C(=O)N)C(=O)N(CCC)CCC)O)C)cccc1	c1c(C(=O)NN(CC(C(Cc2ccc(cc2)O)NC(=O)c2cc(cc(c2)C(=O)N)C(=O)N(CCC)CCC)O)C)cccc1
C(S(=O)(=O)NN(CC(C(Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)N)O)CC)(C)C	C(S(=O)(=O)NN(CC(C(Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)N)O)CC)(C)C
S(=O)(=O)(NN(CC(C(Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C#C)O)CCCC)CC(C)C	S(=O)(=O)(NN(CC(C(Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C#C)O)CCCC)CC(C)C
C1CSCC(N1)C	C1CSCC(N1)C
[C@@H]1(C(=C(NC(=N1)c1ncc(cc1F)F)CN1CCOCC1)C(=O)OC)c1ccc(cc1Br)F	[C@@H]1(C(=C(NC(=N1)c1ncc(cc1F)F)CN1CCOCC1)C(=O)OC)c1ccc(cc1Br)F
c1(ccc(nc1)S(=O)(=O)Nc1n(nc(c1c1cc2c(cc1)OCO2)OCCOc1ncc(cn1)Cl)C)C(C)CO	c1(ccc(nc1)S(=O)(=O)Nc1n(nc(c1c1cc2c(cc1)OCO2)OCCOc1ncc(cn1)Cl)C)C(C)CO
c1(cc(cc(c1)C(=O)Nc1ccc(cc1)[C@H](CNS(=O)(=O)C(C)C)C)F)F	c1(cc(cc(c1)C(=O)Nc1ccc(cc1)[C@H](CNS(=O)(=O)C(C)C)C)F)F
C1CCC(C1)(C(C)C)C(C)C	C1CCC(C1)(C(C)C)C(C)C
C1CC[C@H]([C@@H](C1)O)OC(=O)/C=C/c1ccc(cc1)F	C1CC[C@H]([C@@H](C1)O)OC(=O)/C=C/c1ccc(cc1)F
c1c(ccc(c1)/C=C/C(=O)c1ccc(cc1)Cl)C1CCCCC1	c1c(ccc(c1)/C=C/C(=O)c1ccc(cc1)Cl)C1CCCCC1
OC(=O)CCNC(=O)c1ccc(cc1)C(=O)/C(=C\C(=O)c1ccc(cc1)OC(F)(F)F)/c1ccc(cc1)c1ccccc1	OC(=O)CCNC(=O)c1ccc(cc1)C(=O)/C(=C\C(=O)c1ccc(cc1)OC(F)(F)F)/c1ccc(cc1)c1ccccc1
c1(C(=O)CCN2CCN(CC2)Cc2ccccc2)cc2c(cc1)c1c2cccc1	c1(C(=O)CCN2CCN(CC2)Cc2ccccc2)cc2c(cc1)c1c2cccc1
c1cccc(c1)c1c(c(on1)C)C	c1cccc(c1)c1c(c(on1)C)C
c1(c(noc1C)C)C	c1(c(noc1C)C)C
c1c(c(c(c(c1C(C)C)C)C)C)Cl	c1c(c(c(c(c1C(C)C)C)C)C)Cl
c1(c(nc([nH]1)[C@@H]1OC[C@](CO1)(C)CNS(=O)(=O)Cc1ccccc1)c1ccc(cc1)F)c1ccncc1	c1(c(nc([nH]1)[C@@H]1OC[C@](CO1)(C)CNS(=O)(=O)Cc1ccccc1)c1ccc(cc1)F)c1ccncc1
c12c([nH]c(c1)C(=O)c1c(cccc1)OC)cccc2	c12c([nH]c(c1)C(=O)c1c(cccc1)OC)cccc2
c1cccc(c1N)S/C(=C(/C(=C(/Sc1c(cccc1)N)\N)/C#N)\C#N)/N	c1cccc(c1N)S/C(=C(/C(=C(/Sc1c(cccc1)N)\N)/C#N)\C#N)/N
c1cc(ccn1)SC	c1cc(ccn1)SC
c1(c2c(cc(c1)Cl)C(CN(C2)C)c1ccc(cc1)N)Cl	c1(c2c(cc(c1)Cl)C(CN(C2)C)c1ccc(cc1)N)Cl
c1cc(ccc1)[C@@H](O)C	c1cc(ccc1)[C@@H](O)C
c12c(CCOC1)[nH]nc2C(=O)OCC	c12c(CCOC1)[nH]nc2C(=O)OCC
C([C@@H](CC(C)C)N)C1CCCCC1	C([C@@H](CC(C)C)N)C1CCCCC1
c1(cccc(c1CC(C)C)F)F	c1(cccc(c1CC(C)C)F)F
c1c2c(cc(c1)[C@@H](C(=O)O)C)ccc(c2)OC	c1c2c(cc(c1)[C@@H](C(=O)O)C)ccc(c2)OC
c12cc(ccc1cc(cc2)OC)[C@H](C)c1n2c(CCCCCC2)nn1	c12cc(ccc1cc(cc2)OC)[C@H](C)c1n2c(CCCCCC2)nn1
c1c(cc2c(c1)c1c(n2CCN2CCC(CC2)O)c2c(c3c1c(=O)[nH]c3=O)c1c(cc2)ccn1C)OC	c1c(cc2c(c1)c1c(n2CCN2CCC(CC2)O)c2c(c3c1c(=O)[nH]c3=O)c1c(cc2)ccn1C)OC
N1(c2nc(nc(c2)Nc2cc(n[nH]2)C)Sc2ccc(cc2)NC(=O)C2CC2)CCN(CC1)Cc1ccccc1	N1(c2nc(nc(c2)Nc2cc(n[nH]2)C)Sc2ccc(cc2)NC(=O)C2CC2)CCN(CC1)Cc1ccccc1
Cc1ccc(cc1)F	Cc1ccc(cc1)F
C1=C[C@]2(C(=CC1=O)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CCOC2)C)S)C	C1=C[C@]2(C(=CC1=O)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CCOC2)C)S)C
c1(c(cccc1)c1oc(=O)[nH]n1)c1ccc(cc1)Cn1c(nc2c1nc(cc2C)C)CC	c1(c(cccc1)c1oc(=O)[nH]n1)c1ccc(cc1)Cn1c(nc2c1nc(cc2C)C)CC
c1cc(c(cc1)NC(=O)Nc1ccc(cc1)NC(=O)C[C@@H](C(=O)NC(c1ccc(c(c1)OC)OC)CC(=O)O)C)C	c1cc(c(cc1)NC(=O)Nc1ccc(cc1)NC(=O)C[C@@H](C(=O)NC(c1ccc(c(c1)OC)OC)CC(=O)O)C)C
c1cc(c(cc1)NC(=O)Nc1ccc(cc1)CC(=O)Nc1cccc(c1)OC/C=C/C(=O)O)C	c1cc(c(cc1)NC(=O)Nc1ccc(cc1)CC(=O)Nc1cccc(c1)OC/C=C/C(=O)O)C
c1(nccc(c1)C)N	c1(nccc(c1)C)N
[C@H]1(CCCC[C@H]1NCc1ccccc1)O	[C@H]1(CCCC[C@H]1NCc1ccccc1)O
N1(C(=O)c2c(C1=O)cccc2)CCNC	N1(C(=O)c2c(C1=O)cccc2)CCNC
C(CCCCCCc1ccc(cc1)CNCCC(C(=O)O)(F)F)CC	C(CCCCCCc1ccc(cc1)CNCCC(C(=O)O)(F)F)CC
C(N1CCCCC1)C[C@H](CN(C(=O)c1c2c(cc(c1)C#N)cccc2)CC(=O)N)c1ccc(c(c1)Cl)Cl	C(N1CCCCC1)C[C@H](CN(C(=O)c1c2c(cc(c1)C#N)cccc2)CC(=O)N)c1ccc(c(c1)Cl)Cl
c12c(n(c(=O)c(c1O)C(c1ccc(cc1)OC(=O)C)c1c(c3c([nH]1)cccc3)CCNC(=O)C)C)cccc2	c12c(n(c(=O)c(c1O)C(c1ccc(cc1)OC(=O)C)c1c(c3c([nH]1)cccc3)CCNC(=O)C)C)cccc2
c1(C)cc2c(s1)cccc2	c1(C)cc2c(s1)cccc2
N(c1c(N[C@@H]2CCCC[C@H]2c2ccccc2)c(=O)n([nH]c1=O)C)c1cccc(c1O)C(=O)N(C)C	N(c1c(N[C@@H]2CCCC[C@H]2c2ccccc2)c(=O)n([nH]c1=O)C)c1cccc(c1O)C(=O)N(C)C
c12n(ncc(c1Nc1ccc(cc1)Oc1ccccc1)C#N)cc(c2C)CO	c12n(ncc(c1Nc1ccc(cc1)Oc1ccccc1)C#N)cc(c2C)CO
n12c(c(c(c1)NC(=O)NCC(CC)C)C)c(c(cn2)C#N)Nc1ccc(cc1)Oc1ccccc1	n12c(c(c(c1)NC(=O)NCC(CC)C)C)c(c(cn2)C#N)Nc1ccc(cc1)Oc1ccccc1
c1c(c(c(cc1)C)F)Br	c1c(c(c(cc1)C)F)Br
c1(ccc2c(c1)/C(=C/c1c(c(c([nH]1)C(C)C)C(=O)NCCCN1CCN(CC1)C)c1ccccc1)/C(=O)N2)Br	c1(ccc2c(c1)/C(=C/c1c(c(c([nH]1)C(C)C)C(=O)NCCCN1CCN(CC1)C)c1ccccc1)/C(=O)N2)Br
c1nc(ncc1Br)OC	c1nc(ncc1Br)OC
c1csc(n1)CC	c1csc(n1)CC
c1c(c(c(cc1)Cl)C(NNC(=N)N)O)Cl	c1c(c(c(cc1)Cl)C(NNC(=N)N)O)Cl
c1(ccccc1)CN	c1(ccccc1)CN
c12c(c(ccn1)N1CCN(CC1)C(=O)NC1CCN(CCC1)C(=O)OC)ccc(c2)Cl	c12c(c(ccn1)N1CCN(CC1)C(=O)NC1CCN(CCC1)C(=O)OC)ccc(c2)Cl
c1(nc(nc(n1)NCCc1ccc(cc1)O)N1CCN(CC1)C(=O)OC(C)(C)C)N(CCCc1ccc(cc1)Cl)C	c1(nc(nc(n1)NCCc1ccc(cc1)O)N1CCN(CC1)C(=O)OC(C)(C)C)N(CCCc1ccc(cc1)Cl)C
c1ccc2c(c1)c(c[nH]2)C[C@@H](NC(=O)C(N)(C)C)c1n(c(nn1)SC(C)(C)C)Cc1ccco1	c1ccc2c(c1)c(c[nH]2)C[C@@H](NC(=O)C(N)(C)C)c1n(c(nn1)SC(C)(C)C)Cc1ccco1
C(CCNCc1ncnc(c1)Nc1sc(cn1)C(=O)Nc1c(cccc1Cl)C)n1ccnc1	C(CCNCc1ncnc(c1)Nc1sc(cn1)C(=O)Nc1c(cccc1Cl)C)n1ccnc1
c1(ccc(cc1)C1(C(=O)NCCCN2CCC(CC2)c2cccc(c2)NC(=O)C)CCCC1)F	c1(ccc(cc1)C1(C(=O)NCCCN2CCC(CC2)c2cccc(c2)NC(=O)C)CCCC1)F
c1cc(c2c(n1)cc(cc2)Cl)OCCC	c1cc(c2c(n1)cc(cc2)Cl)OCCC
CNC(=O)CCCCNC1OC(C(=O)O)C(C(C1O)O)O	CNC(=O)CCCCNC1OC(C(=O)O)C(C(C1O)O)O
c1cc(c(cc1OC(F)(F)F)NC(=O)Nc1c2c(c(cc1)Oc1cc(nc(n1)NC)C)cccc2)OC	c1cc(c(cc1OC(F)(F)F)NC(=O)Nc1c2c(c(cc1)Oc1cc(nc(n1)NC)C)cccc2)OC
c1ccnc(n1)C	c1ccnc(n1)C
c1nc(sc1Sc1cc(c(cc1)C)C(=O)N1CCN(CC1)CC(=O)N(c1ccccc1)C)Nc1ccccn1	c1nc(sc1Sc1cc(c(cc1)C)C(=O)N1CCN(CC1)CC(=O)N(c1ccccc1)C)Nc1ccccn1
c1c(cc2c(c1)[nH]nc2c1ccccc1)NC(=O)c1ccccc1O	c1c(cc2c(c1)[nH]nc2c1ccccc1)NC(=O)c1ccccc1O
c1(cnc(cc1)c1ccc(cc1)C[C@H](N[C@H](C(=O)O)CC(C)C)C(=O)O)C	c1(cnc(cc1)c1ccc(cc1)C[C@H](N[C@H](C(=O)O)CC(C)C)C(=O)O)C
n12c(=O)n(c(=O)c3c1n(nn3)C[C@@H]1C(C([C@H]2O1)O)O)CC#N	n12c(=O)n(c(=O)c3c1n(nn3)C[C@@H]1C(C([C@H]2O1)O)O)CC#N
c1cccc(c1)[C@H](C(=O)O)C	c1cccc(c1)[C@H](C(=O)O)C
c1(ccc(cc1)N(C(=O)C)[C@H]1c2c(N([C@H](C1)C)C(=O)c1ccc(cc1)OC)cccc2)CCCC	c1(ccc(cc1)N(C(=O)C)[C@H]1c2c(N([C@H](C1)C)C(=O)c1ccc(cc1)OC)cccc2)CCCC
OC(=O)c1ccc2c(c1)nc(n2C1CCCCC1)c1ccc(cc1)OCC(=O)c1ccccc1	OC(=O)c1ccc2c(c1)nc(n2C1CCCCC1)c1ccc(cc1)OCC(=O)c1ccccc1
C1(=C)OC(=O)c2c(C1O)cc1c(c2O)c(cc(c1C1=C2C(=C(C(=O)C(=C2)O)O)C(OC1=O)CCCCCCC)O)O	C1(=C)OC(=O)c2c(C1O)cc1c(c2O)c(cc(c1C1=C2C(=C(C(=O)C(=C2)O)O)C(OC1=O)CCCCCCC)O)O
c1cn(c(=O)nc1N)C1C(CC(O1)CO)(F)F	c1cn(c(=O)nc1N)C1C(CC(O1)CO)(F)F
c1c2c(ccc1)c(=O)[nH]nc2NCCNC(=O)CCc1onc(n1)c1ccc(cc1)C	c1c2c(ccc1)c(=O)[nH]nc2NCCNC(=O)CCc1onc(n1)c1ccc(cc1)C
c12c(ccc(c1)Oc1ccnc(c1)C(=O)NC)oc(n2)Nc1ccc(cc1)N1CCN(CC1)CC	c12c(ccc(c1)Oc1ccnc(c1)C(=O)NC)oc(n2)Nc1ccc(cc1)N1CCN(CC1)CC
c1(ccc(cc1)Nc1nc2c(ccc(c2)Oc2ccnc(c2)C(=O)NC)n1C)C(=O)N1[C@H](CCC1)C(=O)N	c1(ccc(cc1)Nc1nc2c(ccc(c2)Oc2ccnc(c2)C(=O)NC)n1C)C(=O)N1[C@H](CCC1)C(=O)N
c12c(cc(cc1)Nc1nc3c(cc(c(c3)Oc3ccnc(c3)C(=O)NC)OC)n1C)OCO2	c12c(cc(cc1)Nc1nc3c(cc(c(c3)Oc3ccnc(c3)C(=O)NC)OC)n1C)OCO2
c12c(ccc(c1)N(C)C)S(=O)(=O)CC([C@@H]([C@@H]2c1cc(ccc1)NC(=O)CCCCNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)(CCCC)CCCC	c12c(ccc(c1)N(C)C)S(=O)(=O)CC([C@@H]([C@@H]2c1cc(ccc1)NC(=O)CCCCNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)(CCCC)CCCC
c1cc(c2c(c1I)[C@@H]([C@@H]1C(=C([C@]3([C@@H]([C@H]1OC(=O)C1CCCCC1)[C@@H](C(=C(C3=O)C(=O)N)O)N(C)C)O)O)C2=O)C)O	c1cc(c2c(c1I)[C@@H]([C@@H]1C(=C([C@]3([C@@H]([C@H]1OC(=O)C1CCCCC1)[C@@H](C(=C(C3=O)C(=O)N)O)N(C)C)O)O)C2=O)C)O
